UTC_TIME,ACP SAMPLING TIME,TCOH-OVEN HEATER TEMPERATURE,TCOW-OVEN WALL TEMPERATURE,PS-OVEN PRESSURE,EVALVE V1 STATUS,EVALVE V2 STATUS,EVALVE VT STATUS
2005-01-14T09:37:07:550,1601,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:07:675,1601.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:07:800,1601.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:07:925,1601.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:050,1601.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:175,1601.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:300,1601.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:425,1601.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:550,1602,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:675,1602.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:800,1602.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:08:925,1602.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:050,1602.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:175,1602.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:300,1602.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:425,1602.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:550,1603,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:675,1603.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:800,1603.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:09:925,1603.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:050,1603.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:175,1603.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:300,1603.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:425,1603.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:550,1604,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:675,1604.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:800,1604.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:10:925,1604.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:050,1604.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:175,1604.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:300,1604.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:425,1604.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:550,1605,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:675,1605.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:800,1605.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:11:925,1605.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:050,1605.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:175,1605.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:300,1605.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:425,1605.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:550,1606,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:675,1606.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:800,1606.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:12:925,1606.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:050,1606.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:175,1606.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:300,1606.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:425,1606.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:550,1607,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:675,1607.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:800,1607.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:13:925,1607.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:050,1607.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:175,1607.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:300,1607.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:425,1607.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:550,1608,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:675,1608.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:800,1608.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:14:925,1608.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:050,1608.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:175,1608.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:300,1608.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:425,1608.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:550,1609,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:675,1609.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:800,1609.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:15:925,1609.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:050,1609.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:175,1609.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:300,1609.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:425,1609.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:550,1610,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:675,1610.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:800,1610.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:16:925,1610.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:050,1610.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:175,1610.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:300,1610.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:425,1610.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:550,1611,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:675,1611.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:800,1611.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:17:925,1611.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:050,1611.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:175,1611.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:300,1611.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:425,1611.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:550,1612,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:675,1612.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:800,1612.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:18:925,1612.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:19:050,1612.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:19:175,1612.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:19:300,1612.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:19:425,1612.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:19:550,1613,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:19:675,1613.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:19:800,1613.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:19:925,1613.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:050,1613.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:175,1613.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:300,1613.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:425,1613.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:550,1614,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:675,1614.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:800,1614.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:20:925,1614.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:050,1614.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:175,1614.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:300,1614.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:425,1614.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:550,1615,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:675,1615.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:800,1615.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:21:925,1615.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:050,1615.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:175,1615.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:300,1615.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:425,1615.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:550,1616,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:675,1616.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:800,1616.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:22:925,1616.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:050,1616.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:175,1616.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:300,1616.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:425,1616.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:550,1617,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:675,1617.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:800,1617.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:23:925,1617.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:050,1617.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:175,1617.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:300,1617.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:425,1617.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:550,1618,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:675,1618.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:800,1618.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:24:925,1618.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:25:050,1618.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:25:175,1618.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:25:300,1618.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:25:425,1618.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:25:550,1619,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:25:675,1619.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:25:800,1619.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:25:925,1619.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:050,1619.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:175,1619.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:300,1619.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:425,1619.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:550,1620,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:675,1620.125,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:800,1620.25,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:26:925,1620.375,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:27:050,1620.5,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:27:175,1620.625,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:27:300,1620.75,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:27:425,1620.875,-12.205,-2.494,103.582,0,0,0
2005-01-14T09:37:27:550,1621,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:27:675,1621.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:27:800,1621.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:27:925,1621.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:050,1621.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:175,1621.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:300,1621.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:425,1621.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:550,1622,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:675,1622.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:800,1622.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:28:925,1622.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:050,1622.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:175,1622.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:300,1622.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:425,1622.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:550,1623,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:675,1623.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:800,1623.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:29:925,1623.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:050,1623.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:175,1623.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:300,1623.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:425,1623.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:550,1624,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:675,1624.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:800,1624.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:30:925,1624.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:050,1624.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:175,1624.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:300,1624.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:425,1624.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:550,1625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:675,1625.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:800,1625.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:31:925,1625.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:050,1625.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:175,1625.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:300,1625.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:425,1625.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:550,1626,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:675,1626.125,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:800,1626.25,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:32:925,1626.375,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:33:050,1626.5,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:33:175,1626.625,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:33:300,1626.75,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:33:425,1626.875,-12.205,-7.35,103.582,0,0,0
2005-01-14T09:37:33:550,1627,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:33:675,1627.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:33:800,1627.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:33:925,1627.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:050,1627.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:175,1627.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:300,1627.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:425,1627.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:550,1628,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:675,1628.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:800,1628.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:34:925,1628.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:050,1628.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:175,1628.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:300,1628.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:425,1628.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:550,1629,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:675,1629.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:800,1629.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:35:925,1629.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:050,1629.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:175,1629.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:300,1629.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:425,1629.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:550,1630,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:675,1630.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:800,1630.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:36:925,1630.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:050,1630.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:175,1630.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:300,1630.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:425,1630.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:550,1631,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:675,1631.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:800,1631.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:37:925,1631.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:050,1631.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:175,1631.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:300,1631.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:425,1631.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:550,1632,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:675,1632.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:800,1632.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:38:925,1632.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:050,1632.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:175,1632.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:300,1632.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:425,1632.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:550,1633,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:675,1633.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:800,1633.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:39:925,1633.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:050,1633.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:175,1633.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:300,1633.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:425,1633.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:550,1634,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:675,1634.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:800,1634.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:40:925,1634.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:050,1634.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:175,1634.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:300,1634.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:425,1634.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:550,1635,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:675,1635.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:800,1635.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:41:925,1635.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:050,1635.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:175,1635.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:300,1635.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:425,1635.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:550,1636,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:675,1636.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:800,1636.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:42:925,1636.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:050,1636.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:175,1636.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:300,1636.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:425,1636.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:550,1637,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:675,1637.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:800,1637.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:43:925,1637.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:050,1637.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:175,1637.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:300,1637.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:425,1637.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:550,1638,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:675,1638.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:800,1638.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:44:925,1638.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:050,1638.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:175,1638.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:300,1638.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:425,1638.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:550,1639,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:675,1639.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:800,1639.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:45:925,1639.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:050,1639.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:175,1639.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:300,1639.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:425,1639.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:550,1640,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:675,1640.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:800,1640.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:46:925,1640.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:050,1640.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:175,1640.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:300,1640.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:425,1640.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:550,1641,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:675,1641.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:800,1641.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:47:925,1641.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:050,1641.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:175,1641.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:300,1641.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:425,1641.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:550,1642,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:675,1642.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:800,1642.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:48:925,1642.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:050,1642.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:175,1642.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:300,1642.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:425,1642.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:550,1643,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:675,1643.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:800,1643.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:49:925,1643.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:050,1643.5,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:175,1643.625,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:300,1643.75,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:425,1643.875,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:550,1644,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:675,1644.125,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:800,1644.25,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:50:925,1644.375,-17.061,-7.35,103.582,0,0,0
2005-01-14T09:37:51:050,1644.5,-17.061,-7.35,103.582,0,0,0
