         "UTC_ABS_TIME","ABS_TIME","ABS_SEC","NA","NA","NA","GC1TMPR","H2RESP","H2COLP","H2TMPR","START","END",       "X1",       "M2",       "M3",       "M4",       "M5",       "M6",       "M7",       "M8",       "M9",      "M10",      "M11",      "M12",      "M13",      "M14",      "M15",      "M16",      "M17",      "M18",      "M19",      "X20",      "M20",      "M21",      "M22",      "M23",      "M24",      "M25",      "M26",      "M27",      "M28",      "M29",      "M30",      "M31",      "M32",      "M33",      "M34",      "M35",      "M36",      "M37",      "M38",      "M39",      "M40",      "M41",      "M42",      "M43",      "M44",      "M45",      "M46",      "M47",      "M48",      "M49",      "M50",      "M51",      "M52",      "M53",      "M54",      "M55",      "M56",      "M57",      "M58",      "M59",      "M60",      "M61",      "M62",      "M63",      "M64",      "M65",      "M66",      "M67",      "M68",      "M69",      "M70",      "M71",      "M72",      "M73",      "M74",      "M75",      "M76",      "M77",      "M78",      "M79",      "M80",      "M81",      "M82",      "M83",      "M84",      "M85",      "M86",      "M87",      "M88",      "M89",      "M90",      "M91",      "M92",      "M93",      "M94",      "M95",      "M96",      "M97",      "M98",      "M99",     "M100",     "M101",     "M102",     "M103",     "M104",     "M105",     "M106",     "M107",     "M108",     "M109",     "M110",     "M111",     "M112",     "M113",     "M114",     "M115",     "M116",     "M117",     "M118",     "M119",     "M120",     "M121",     "M122",     "M123",     "M124",     "M125",     "M126",     "M127",     "M128",     "M129",     "M130",     "M131",     "M132",     "M133",     "M134",     "M135",     "M136",     "M137",     "M138",     "M139",     "M140",     "M141",      "T1A",      "T1B",      "T1C",      "T2A",      "T2B",      "T2C",      "T3A",      "T3B",      "T3C",      "T4A",      "T4B",      "T4C",      "T5A",      "T5B",      "T5C","SEQ_CNTR",  "GCMS_GMT","GCMS_DATE",   "GCMS_TIME","AB","SUBSWP","SCN_CNT",  "MET_TIME"
2005-01-14T10:22:35.650,   8667789, 4362.203,   0,   0,   0,    30.98,  3.2347,  2.2172,   26.32,      2,  141,   147212.5,        0.0,   384146.3,      217.7,      435.5,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,    16550.5,    48998.2,   147212.5,  2091463.0,  2930314.0,    42682.9,    16768.2,      871.0,      871.0,      217.7,        0.0,        0.0,        0.0,      653.3,    11324.0,    70557.4,   125435.5,   421602.7,   125435.5,   158754.3,     6097.5,      435.5,      435.5,      653.3,        0.0,        0.0,     2177.7,     1742.1,    16768.2,     6750.8,    26785.7,    16986.0,    20688.1,    17857.1,      653.3,      217.7,      217.7,        0.0,      217.7,     1959.9,     1306.6,     1524.3,     2177.7,     1742.1,    10452.9,    11106.2,     2613.2,      435.5,      217.7,        0.0,        0.0,      435.5,      653.3,      217.7,     1959.9,      871.0,     9581.8,     5008.7,     4355.4,     4137.6,     1088.8,      871.0,      217.7,      217.7,        0.0,      435.5,     3048.7,     3484.3,     5008.7,     1306.6,     6533.1,     2613.2,     1088.8,     1088.8,      653.3,      217.7,      435.5,        0.0,      217.7,      653.3,     6750.8,     3484.3,     1959.9,     1959.9,     3484.3,     2177.7,     1088.8,      871.0,      435.5,        0.0,        0.0,        0.0,      217.7,        0.0,     1742.1,     2831.0,     1524.3,     1306.6,     1088.8,     1088.8,      217.7,      217.7,        0.0,        0.0,      435.5,        0.0,      653.3,      653.3,      871.0,      871.0,     1088.8,      217.7,      871.0,      653.3,        0.0,      217.7,        0.0,      653.3,      217.7,      217.7,     1088.8,     1306.6,      871.0,      435.5,      217.7,      217.7,        0.0,      217.7,      435.5,      217.7,      435.5,        0.0,        0.0,        0.0,      217.7,      217.7,        0.0,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   222996.5,        0.0,        0.0,        0.0,     62413, 1160587.512, 2005-01-14, T10:23:07.512,   B,     128,      178, 90762.20313
2005-01-14T10:22:45.103,   8668388, 4371.563,   0,   0,   0,    30.98,  3.2347,  2.2172,   26.32,      2,  141,   158754.3,        0.0,   366071.4,      217.7,        0.0,      217.7,      217.7,      217.7,        0.0,        0.0,      217.7,    15679.4,    48998.2,   158754.3,  2091463.0,  2930314.0,    48998.2,    13066.2,      217.7,      871.0,      435.5,        0.0,      217.7,      217.7,     2177.7,     9581.8,    62935.5,   125435.5,   440984.3,   136106.2,   147212.5,     1959.9,      217.7,        0.0,        0.0,        0.0,      653.3,     1306.6,     3919.8,    13066.2,     6315.3,    24172.4,    15897.2,    25043.5,    21777.0,     1959.9,        0.0,        0.0,        0.0,      217.7,     1742.1,      871.0,        0.0,     3048.7,     3266.5,    11106.2,     6968.6,     2613.2,      871.0,      217.7,        0.0,        0.0,      217.7,      653.3,      435.5,     1088.8,      871.0,     8710.8,     1959.9,     6315.3,     3702.0,      871.0,      653.3,        0.0,      435.5,      217.7,      435.5,     1742.1,     1524.3,     3702.0,     1088.8,     4573.1,     2613.2,      653.3,     1088.8,      653.3,      217.7,        0.0,        0.0,      435.5,      435.5,     5444.2,     2395.4,     3048.7,     1742.1,     2395.4,     1742.1,     1306.6,     1524.3,      435.5,      217.7,        0.0,        0.0,      871.0,      435.5,     3919.8,      653.3,     2177.7,      653.3,     2613.2,      653.3,      435.5,      871.0,        0.0,      435.5,     1742.1,      435.5,      653.3,      435.5,     2395.4,     1306.6,     1524.3,      653.3,      653.3,      217.7,      435.5,      217.7,        0.0,      871.0,      217.7,      435.5,      653.3,      217.7,      653.3,      435.5,      435.5,      653.3,      871.0,      653.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62422, 1160597.137, 2005-01-14, T10:23:17.136,   B,     128,      188, 90771.56250
2005-01-14T10:22:54.463,   8668933, 4380.078,   0,   0,   0,    30.98,  3.2347,  2.2172,   26.32,      2,  141,   147212.5,        0.0,   384146.3,      435.5,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,    15679.4,    55749.1,   158754.3,  2091463.0,  2930314.0,    42682.9,    15461.6,      435.5,     1088.8,     1959.9,      435.5,        0.0,        0.0,     1959.9,     8928.5,    62935.5,   136106.2,   460801.3,   147212.5,   136106.2,     3702.0,      217.7,      435.5,      435.5,        0.0,      435.5,     2177.7,     4573.1,    17203.8,     7404.1,    27221.2,    11324.0,    20034.8,    23083.6,      653.3,      217.7,      217.7,        0.0,        0.0,     2177.7,      653.3,      871.0,     3484.3,      653.3,    13283.9,     8928.5,     2177.7,     1088.8,        0.0,        0.0,      217.7,      217.7,      653.3,      217.7,     1088.8,     1742.1,     7621.9,     3048.7,     5662.0,     6533.1,      871.0,      653.3,      217.7,      217.7,      653.3,      217.7,     2177.7,     1742.1,     2831.0,     2831.0,     6533.1,     2613.2,     2395.4,      871.0,      435.5,      435.5,      217.7,        0.0,        0.0,        0.0,     6750.8,     2177.7,     1306.6,     1088.8,     4137.6,     1524.3,      871.0,      435.5,      435.5,      217.7,      217.7,        0.0,      217.7,      435.5,     2395.4,     1524.3,     1306.6,      435.5,     1524.3,     2177.7,      653.3,        0.0,      217.7,        0.0,      653.3,      435.5,      435.5,      435.5,      653.3,     1742.1,      871.0,        0.0,      871.0,      653.3,      217.7,      435.5,        0.0,      217.7,      217.7,        0.0,     1306.6,      653.3,     1088.8,      653.3,      435.5,      217.7,        0.0,      653.3,      653.3,        0.0,        0.0,        0.0,        0.0,      217.7,      217.7,      217.7,      435.5,   147212.5,   158754.3,   147212.5,   237151.5,   251742.1,   237151.5,        0.0,        0.0,        0.0,     62430, 1160605.512, 2005-01-14, T10:23:25.511,   B,     128,      197, 90780.07813
2005-01-14T10:23:03.900,   8669420, 4387.688,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   384146.3,      217.7,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,    15243.9,    55749.1,   170731.7,  2048998.0,  2880009.0,    42682.9,    18074.9,      435.5,        0.0,      217.7,        0.0,      435.5,      217.7,      871.0,     8275.2,    62935.5,   115200.3,   460801.3,   136106.2,   136106.2,     3048.7,        0.0,        0.0,      871.0,      435.5,      871.0,     1524.3,     5444.2,    15243.9,     6968.6,    31358.8,    13501.7,    23736.9,    17639.3,      217.7,        0.0,      217.7,        0.0,      217.7,     1088.8,     2177.7,     1088.8,     2177.7,     1524.3,     9146.3,     9799.6,     2831.0,     1088.8,     1088.8,        0.0,        0.0,        0.0,        0.0,      217.7,     1742.1,     1306.6,    10452.9,     4137.6,     5662.0,     3919.8,     1088.8,      435.5,        0.0,     1088.8,      653.3,      217.7,     1959.9,     3048.7,     2831.0,      871.0,     6968.6,     3048.7,     2177.7,     2613.2,      217.7,        0.0,        0.0,      435.5,      217.7,      435.5,     5879.7,     2613.2,     1524.3,     1524.3,     4573.1,     2177.7,     1088.8,      435.5,      435.5,        0.0,      217.7,        0.0,      653.3,        0.0,     5226.4,     1959.9,     1742.1,      217.7,     1742.1,      871.0,      435.5,      435.5,      435.5,        0.0,      871.0,      871.0,     1524.3,      217.7,     1306.6,      435.5,     1524.3,      217.7,      435.5,      217.7,      435.5,        0.0,      217.7,      653.3,        0.0,        0.0,      217.7,      217.7,     1088.8,      435.5,        0.0,      435.5,      217.7,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62438, 1160614.261, 2005-01-14, T10:23:34.261,   B,     128,      205, 90787.68750
2005-01-14T10:23:13.400,   8669896, 4395.125,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   366071.4,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,    18074.9,    55749.1,   158754.3,  2091463.0,  2880009.0,    55749.1,    15461.6,      871.0,        0.0,      871.0,      217.7,        0.0,      217.7,     2831.0,     9146.3,    70557.4,   125435.5,   421602.7,   136106.2,   136106.2,     4137.6,      653.3,        0.0,      435.5,      217.7,      653.3,     1306.6,     4790.9,    18074.9,     6097.5,    31358.8,    15679.4,    19381.5,    19817.0,      435.5,      217.7,      217.7,        0.0,        0.0,      871.0,     2177.7,      653.3,     1306.6,     2395.4,    12630.6,    11541.8,     1959.9,     1742.1,        0.0,      435.5,        0.0,        0.0,      435.5,      871.0,     1088.8,     1088.8,     6533.1,     2831.0,     5662.0,     3702.0,      217.7,        0.0,        0.0,        0.0,      217.7,        0.0,     1959.9,     2395.4,     2613.2,     1742.1,     7404.1,     3919.8,     3484.3,     2831.0,      435.5,      217.7,        0.0,        0.0,      217.7,      435.5,     6315.3,     1524.3,     1959.9,     1088.8,     5444.2,     1959.9,     1742.1,      653.3,        0.0,        0.0,        0.0,        0.0,      653.3,      435.5,     2613.2,     2395.4,     1306.6,      653.3,      653.3,     1959.9,      217.7,      217.7,      435.5,      217.7,      653.3,        0.0,     1306.6,      435.5,      871.0,      435.5,      871.0,      653.3,     1088.8,      871.0,        0.0,      653.3,        0.0,      217.7,      217.7,        0.0,      653.3,        0.0,     1088.8,      653.3,     1088.8,      217.7,      653.3,      653.3,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,      217.7,      217.7,        0.0,   158754.3,   147212.5,   147212.5,   251742.1,   251742.1,   222996.5,        0.0,        0.0,        0.0,     62445, 1160621.511, 2005-01-14, T10:23:41.511,   B,     128,      213, 90795.12500
2005-01-14T10:23:21.775,   8670384, 4402.750,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   348432.0,      653.3,      217.7,        0.0,        0.0,        0.0,      217.7,      217.7,        0.0,    13283.9,    48998.2,   170731.7,  2048998.0,  2930314.0,    48998.2,    16550.5,      871.0,     1524.3,        0.0,      435.5,        0.0,        0.0,     1524.3,    10235.1,    70557.4,   115200.3,   440984.3,   136106.2,   147212.5,     4137.6,      217.7,      217.7,        0.0,        0.0,      217.7,     1959.9,     2177.7,    17421.6,     6968.6,    26350.1,    13719.5,    22430.3,    18074.9,      435.5,        0.0,      217.7,        0.0,      217.7,     1306.6,     1742.1,     1524.3,     2177.7,     1524.3,    10452.9,     6097.5,     3702.0,     1742.1,      217.7,        0.0,        0.0,      653.3,      871.0,      653.3,     3266.5,     1306.6,     8928.5,     3266.5,     3702.0,     3484.3,     1742.1,      653.3,      653.3,        0.0,      217.7,      435.5,     3266.5,     2613.2,     3048.7,      653.3,     4573.1,     2177.7,     1959.9,     1306.6,      653.3,      217.7,        0.0,        0.0,      435.5,      435.5,     6097.5,     3266.5,      871.0,     1959.9,     4137.6,     1959.9,     1088.8,      435.5,        0.0,      217.7,        0.0,      435.5,        0.0,      653.3,     1959.9,     1306.6,      435.5,      435.5,     1959.9,      871.0,        0.0,      435.5,        0.0,        0.0,        0.0,        0.0,     1306.6,      435.5,      435.5,      435.5,      435.5,      653.3,      871.0,     1088.8,      435.5,        0.0,        0.0,      435.5,      435.5,      217.7,      871.0,      217.7,      653.3,      871.0,      217.7,      871.0,      653.3,      653.3,        0.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,   136106.2,   147212.5,   147212.5,   222996.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62452, 1160629.136, 2005-01-14, T10:23:49.136,   B,     128,      221, 90802.75000
2005-01-14T10:23:29.338,   8670860, 4410.188,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   366071.4,      435.5,        0.0,        0.0,      871.0,        0.0,      217.7,      217.7,      217.7,    16332.7,    48998.2,   158754.3,  2091463.0,  2880009.0,    48998.2,    15897.2,      653.3,      871.0,     1088.8,        0.0,        0.0,        0.0,     1088.8,    11106.2,    70557.4,   136106.2,   421602.7,   136106.2,   147212.5,     2831.0,        0.0,        0.0,     1742.1,      217.7,        0.0,     1742.1,     3266.5,    13066.2,     9146.3,    31358.8,    17857.1,    21994.7,    18292.6,     1088.8,        0.0,        0.0,      217.7,      217.7,     1959.9,      653.3,      871.0,     3919.8,     2177.7,    11759.5,     8057.4,     3048.7,      653.3,      217.7,        0.0,      435.5,      217.7,      435.5,      217.7,     1742.1,     1524.3,     9146.3,     1959.9,     3919.8,     4137.6,     2177.7,      435.5,        0.0,      653.3,      653.3,      653.3,     3048.7,     5008.7,     2613.2,      653.3,     6315.3,     2613.2,     1088.8,     2177.7,      217.7,      871.0,        0.0,        0.0,        0.0,        0.0,     4355.4,     2395.4,     2177.7,     1524.3,     5879.7,     1088.8,     1088.8,      871.0,        0.0,      217.7,      217.7,      217.7,      871.0,      435.5,     2395.4,     1088.8,      435.5,     1742.1,     1306.6,      871.0,      435.5,      653.3,      217.7,      217.7,      435.5,      217.7,     1524.3,      217.7,      435.5,      653.3,      653.3,     1088.8,      871.0,      653.3,      217.7,      217.7,        0.0,      217.7,      435.5,      435.5,     1959.9,      217.7,      871.0,     1088.8,      871.0,      435.5,      435.5,      217.7,      217.7,        0.0,      435.5,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62459, 1160636.511, 2005-01-14, T10:23:56.511,   B,     128,      229, 90810.18750
2005-01-14T10:23:36.822,   8671348, 4417.813,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   366071.4,      653.3,        0.0,        0.0,        0.0,      217.7,        0.0,      217.7,        0.0,    16114.9,    48998.2,   158754.3,  2091463.0,  2930314.0,    42682.9,    15243.9,      653.3,        0.0,      653.3,        0.0,        0.0,        0.0,     2395.4,     9581.8,    62935.5,   125435.5,   460801.3,   136106.2,   147212.5,     4355.4,      217.7,        0.0,      871.0,        0.0,      217.7,     1524.3,     2613.2,    16332.7,     6533.1,    31358.8,    11541.8,    24172.4,    16768.2,     1088.8,        0.0,        0.0,        0.0,      653.3,     1088.8,     1524.3,     1959.9,     1742.1,     5226.4,     9364.1,     6968.6,     3048.7,      653.3,      217.7,        0.0,      653.3,        0.0,      435.5,      435.5,     2831.0,      871.0,     6750.8,     3048.7,     3919.8,     4790.9,     2177.7,        0.0,      217.7,      435.5,        0.0,      653.3,     2395.4,     3484.3,     3484.3,     1088.8,     8275.2,     2613.2,     2613.2,     1959.9,      435.5,      653.3,        0.0,        0.0,      435.5,      217.7,     9364.1,     1524.3,     2177.7,      871.0,     3484.3,     1088.8,     1524.3,     1306.6,      653.3,        0.0,        0.0,        0.0,      653.3,      217.7,     1959.9,     1306.6,     1524.3,      653.3,     2831.0,      871.0,      435.5,        0.0,      653.3,      217.7,      435.5,      217.7,     1524.3,        0.0,     1088.8,      217.7,     1742.1,      871.0,     1088.8,      435.5,        0.0,      217.7,      217.7,        0.0,      217.7,        0.0,      871.0,      435.5,      871.0,      653.3,      435.5,      217.7,      435.5,        0.0,      435.5,      435.5,        0.0,        0.0,        0.0,        0.0,      435.5,        0.0,        0.0,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62466, 1160644.136, 2005-01-14, T10:24:04.136,   B,     128,      237, 90817.81250
2005-01-14T10:23:44.384,   8671823, 4425.234,   0,   0,   0,    31.37,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   366071.4,        0.0,      653.3,        0.0,        0.0,      435.5,        0.0,      217.7,        0.0,    15897.2,    42682.9,   158754.3,  2048998.0,  2930314.0,    36803.1,    16768.2,      217.7,     1088.8,        0.0,        0.0,        0.0,      435.5,      871.0,     9146.3,    70557.4,   125435.5,   460801.3,   147212.5,   147212.5,     3484.3,      217.7,      217.7,      871.0,        0.0,      217.7,      653.3,     1959.9,    18510.4,     7839.7,    25914.6,    15897.2,    19817.0,    15461.6,      435.5,        0.0,        0.0,        0.0,      217.7,      871.0,     1306.6,        0.0,     1742.1,     1306.6,    10235.1,     5008.7,     3702.0,      653.3,      435.5,        0.0,        0.0,        0.0,      435.5,      653.3,     1306.6,      653.3,     7839.7,      653.3,     4355.4,     4137.6,        0.0,      435.5,      217.7,      217.7,        0.0,      217.7,     2177.7,     2395.4,     3484.3,     1959.9,     3266.5,     2613.2,     1959.9,     1088.8,      217.7,      435.5,      217.7,        0.0,      217.7,        0.0,     3484.3,     3266.5,     2177.7,     2613.2,     5226.4,     2613.2,      217.7,      435.5,      871.0,        0.0,        0.0,      217.7,      217.7,      217.7,     2177.7,     1524.3,     1306.6,      871.0,     1959.9,     1306.6,      653.3,      435.5,        0.0,        0.0,      653.3,      435.5,     1959.9,      653.3,     1524.3,      435.5,      653.3,     1088.8,      653.3,      653.3,      217.7,      435.5,      217.7,      435.5,      435.5,      653.3,      435.5,        0.0,      217.7,      435.5,     1306.6,      217.7,      217.7,      435.5,        0.0,        0.0,      217.7,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,   147212.5,   158754.3,   158754.3,   222996.5,   222996.5,   222996.5,        0.0,        0.0,        0.0,     62473, 1160651.511, 2005-01-14, T10:24:11.510,   B,     128,      245, 90825.23438
2005-01-14T10:23:51.884,   8673331, 4448.797,   0,   0,   0,    31.76,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   366071.4,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,      217.7,      435.5,    18292.6,    48998.2,   147212.5,  2091463.0,  2880009.0,    48998.2,    15461.6,     1742.1,      435.5,        0.0,      435.5,        0.0,        0.0,     1524.3,     6315.3,    70557.4,   125435.5,   440984.3,   136106.2,   125435.5,     4355.4,        0.0,      217.7,      435.5,        0.0,      217.7,     1306.6,     3484.3,    11977.3,     6750.8,    25479.0,    16550.5,    21994.7,    19163.7,     1524.3,      217.7,        0.0,        0.0,      217.7,      435.5,      653.3,     1306.6,     2831.0,     2613.2,     9146.3,     8710.8,     2395.4,      217.7,        0.0,        0.0,        0.0,        0.0,      435.5,      217.7,     2831.0,      871.0,    11541.8,     3484.3,     4355.4,     5008.7,      871.0,      217.7,      435.5,      435.5,        0.0,        0.0,     2831.0,     1959.9,     4790.9,     1306.6,     8057.4,     2831.0,     2395.4,     3266.5,        0.0,        0.0,        0.0,        0.0,      871.0,      217.7,     4790.9,     1088.8,      435.5,     2395.4,     3266.5,     2177.7,     1088.8,      217.7,        0.0,        0.0,        0.0,      435.5,      217.7,      435.5,     1742.1,     3048.7,      653.3,        0.0,     1959.9,     1306.6,      217.7,      217.7,      217.7,        0.0,      871.0,        0.0,     1306.6,      653.3,     1088.8,      435.5,      653.3,      653.3,      217.7,      435.5,      435.5,        0.0,      217.7,      871.0,      217.7,      871.0,      653.3,      871.0,      217.7,      435.5,      653.3,      653.3,      653.3,      435.5,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,      217.7,      217.7,   147212.5,   147212.5,   147212.5,   237151.5,   237151.5,   237151.5,        0.0,        0.0,        0.0,     62494, 1160674.136, 2005-01-14, T10:24:34.136,   B,     128,       14, 90848.79688
2005-01-14T10:23:59.447,   8673931, 4458.172,   0,   0,   0,    31.76,  3.2347,  2.2172,   26.71,      2,  141,   147212.5,        0.0,   402656.7,        0.0,      217.7,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,    20688.1,    48998.2,   158754.3,  2091463.0,  2880009.0,    48998.2,    19817.0,      217.7,      435.5,      653.3,      217.7,        0.0,        0.0,      871.0,    13719.5,    62935.5,   136106.2,   440984.3,   158754.3,   136106.2,     3484.3,      217.7,        0.0,      653.3,        0.0,        0.0,     2613.2,     3048.7,    14155.0,     5444.2,    26350.1,    18074.9,    26567.9,    18074.9,        0.0,        0.0,      217.7,      435.5,        0.0,     1306.6,     1524.3,      653.3,     2177.7,      871.0,    11541.8,     9364.1,     2613.2,     1742.1,      217.7,        0.0,      217.7,      217.7,      871.0,      217.7,      653.3,     1524.3,    10235.1,     1742.1,     5226.4,     4137.6,     1524.3,      653.3,        0.0,        0.0,      653.3,      653.3,     3919.8,     3702.0,     4790.9,     1742.1,     6968.6,     2613.2,     1524.3,     2395.4,      217.7,        0.0,        0.0,        0.0,      871.0,      217.7,     5662.0,     1306.6,     2395.4,     1524.3,     4573.1,     1959.9,      871.0,     1306.6,        0.0,      653.3,      217.7,        0.0,        0.0,      217.7,     1088.8,     1524.3,     1306.6,      653.3,     1088.8,     1088.8,        0.0,      217.7,        0.0,      217.7,        0.0,        0.0,     1959.9,      653.3,     1088.8,     1524.3,      653.3,      217.7,      653.3,      435.5,        0.0,        0.0,      217.7,      653.3,      871.0,      435.5,      217.7,     1088.8,      653.3,      217.7,      217.7,        0.0,      217.7,      435.5,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,      217.7,        0.0,   147212.5,   147212.5,   158754.3,   222996.5,   237151.5,   222996.5,        0.0,        0.0,        0.0,     62503, 1160683.511, 2005-01-14, T10:24:43.511,   B,     128,       24, 90858.17188
