         "UTC_ABS_TIME","ABS_TIME","ABS_SEC","NA","NA","NA","ACP_T","ACP_P","UN1","UN2","START","END",       "X1",       "M2",       "M3",       "M4",       "M5",       "M6",       "M7",       "M8",       "M9",      "M10",      "M11",      "M12",      "M13",      "M14",      "M15",      "M16",      "M17",      "M18",      "M19",      "X20",      "M20",      "M21",      "M22",      "M23",      "M24",      "M25",      "M26",      "M27",      "M28",      "M29",      "M30",      "M31",      "M32",      "M33",      "M34",      "M35",      "M36",      "M37",      "M38",      "M39",      "M40",      "M41",      "M42",      "M43",      "M44",      "M45",      "M46",      "M47",      "M48",      "M49",      "M50",      "M51",      "M52",      "M53",      "M54",      "M55",      "M56",      "M57",      "M58",      "M59",      "M60",      "M61",      "M62",      "M63",      "M64",      "M65",      "M66",      "M67",      "M68",      "M69",      "M70",      "M71",      "M72",      "M73",      "M74",      "M75",      "M76",      "M77",      "M78",      "M79",      "M80",      "M81",      "M82",      "M83",      "M84",      "M85",      "M86",      "M87",      "M88",      "M89",      "M90",      "M91",      "M92",      "M93",      "M94",      "M95",      "M96",      "M97",      "M98",      "M99",     "M100",     "M101",     "M102",     "M103",     "M104",     "M105",     "M106",     "M107",     "M108",     "M109",     "M110",     "M111",     "M112",     "M113",     "M114",     "M115",     "M116",     "M117",     "M118",     "M119",     "M120",     "M121",     "M122",     "M123",     "M124",     "M125",     "M126",     "M127",     "M128",     "M129",     "M130",     "M131",     "M132",     "M133",     "M134",     "M135",     "M136",     "M137",     "M138",     "M139",     "M140",     "M141",      "T1A",      "T1B",      "T1C",      "T2A",      "T2B",      "T2C",      "T3A",      "T3B",      "T3C",      "T4A",      "T4B",      "T4C",      "T5A",      "T5B",      "T5C","SEQ_CNTR",  "GCMS_GMT","GCMS_DATE",   "GCMS_TIME","AB","SUBSWP","SCN_CNT",  "MET_TIME"
2005-01-14T10:57:17.291,   8799266, 6416.531,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1306.6,      653.3,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,     1088.8,    14372.8,   105400.6,    87108.0,     1088.8,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      435.5,   136106.2,     7621.9,   635017.4,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1524.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,      217.7,        0.0,        0.0,   125435.5,   125435.5,   125435.5,   183144.5,   195993.0,   183144.5,        0.0,        0.0,        0.0,     64373, 1162641.002, 2005-01-14, T10:57:21.002,   B,     128,       55, 92816.53125
2005-01-14T10:57:19.166,   8799386, 6418.406,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1088.8,     1088.8,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,     1524.3,    12848.4,    96036.5,    87108.0,      653.3,        0.0,        0.0,      217.7,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,   136106.2,     8057.4,   635017.4,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,      217.7,        0.0,      217.7,        0.0,   115200.3,   115200.3,   125435.5,   195993.0,   195993.0,   183144.5,        0.0,        0.0,        0.0,     64375, 1162643.002, 2005-01-14, T10:57:23.002,   B,     128,       57, 92818.40625
2005-01-14T10:57:21.150,   8799513, 6420.391,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1306.6,     1306.6,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,     1088.8,     9581.8,    87108.0,    78614.9,      871.0,        0.0,      217.7,      435.5,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      435.5,   125435.5,     9146.3,   566419.8,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1306.6,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,   125435.5,   125435.5,   115200.3,   195993.0,   183144.5,   183144.5,        0.0,        0.0,        0.0,     64377, 1162645.002, 2005-01-14, T10:57:25.002,   B,     128,       59, 92820.39063
2005-01-14T10:57:22.978,   8799630, 6422.219,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1742.1,     2177.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3266.5,     5662.0,    62935.5,   440984.3,   402656.7,     4573.1,        0.0,        0.0,        0.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3484.3,   783972.1,    48998.2,  3083842.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1959.9,        0.0,        0.0,        0.0,      653.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,   115200.3,   125435.5,   125435.5,   195993.0,   195993.0,   170731.7,        0.0,        0.0,        0.0,     64378, 1162646.127, 2005-01-14, T10:57:26.127,   B,     128,       61, 92822.21875
2005-01-14T10:57:24.853,   8799750, 6424.094,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     3048.7,     2613.2,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3702.0,    11324.0,    70557.4,   544425.0,   588850.1,     5879.7,        0.0,        0.0,      217.7,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,     1088.8,   732578.3,    42682.9,  2981054.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3048.7,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,      217.7,        0.0,        0.0,   115200.3,   125435.5,   125435.5,   183144.5,   183144.5,   183144.5,        0.0,        0.0,        0.0,     64380, 1162648.002, 2005-01-14, T10:57:28.002,   B,     128,       63, 92824.09375
2005-01-14T10:57:26.713,   8799869, 6425.953,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     2613.2,     2831.0,        0.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3266.5,    12412.8,    78614.9,   635017.4,   635017.4,    11324.0,        0.0,      217.7,      217.7,     2177.7,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,      653.3,   707534.8,    42682.9,  2981054.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     5226.4,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,   115200.3,   125435.5,   125435.5,   195993.0,   183144.5,   195993.0,        0.0,        0.0,        0.0,     64382, 1162650.252, 2005-01-14, T10:57:30.252,   B,     128,       65, 92825.95313
2005-01-14T10:57:28.588,   8799989, 6427.828,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1306.6,     2177.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     4355.4,    10670.7,    55749.1,   566419.8,   566419.8,     5226.4,        0.0,        0.0,      653.3,      653.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      871.0,   384146.3,    42682.9,  2683145.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      435.5,        0.0,     4355.4,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,      217.7,      217.7,        0.0,        0.0,      217.7,   115200.3,   115200.3,   115200.3,   195993.0,   183144.5,   183144.5,        0.0,        0.0,        0.0,     64383, 1162651.252, 2005-01-14, T10:57:31.252,   B,     128,       67, 92827.82813
2005-01-14T10:57:30.463,   8800109, 6429.703,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1959.9,     2177.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     2395.4,     8057.4,    36803.1,   481054.0,   460801.3,     4137.6,        0.0,        0.0,      217.7,      871.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,     1306.6,   384146.3,    31358.8,  2683145.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     3919.8,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,      217.7,        0.0,      217.7,   125435.5,   125435.5,   125435.5,   183144.5,   183144.5,   183144.5,        0.0,        0.0,        0.0,     64385, 1162653.252, 2005-01-14, T10:57:33.251,   B,     128,       69, 92829.70313
2005-01-14T10:57:32.338,   8800229, 6431.578,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,      871.0,      871.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1306.6,     6315.3,    42682.9,   440984.3,   402656.7,     4137.6,        0.0,        0.0,      871.0,     1088.8,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      653.3,   421602.7,    36803.1,  2683145.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1524.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,      217.7,      217.7,      217.7,      435.5,        0.0,   115200.3,   115200.3,   115200.3,   195993.0,   183144.5,   183144.5,        0.0,        0.0,        0.0,     64387, 1162655.377, 2005-01-14, T10:57:35.376,   B,     128,       71, 92831.57813
2005-01-14T10:57:34.213,   8800349, 6433.453,   0,   0,   0,  37.64, 0.7191,    0,    0,      2,  141,     1306.6,     1742.1,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     1524.3,     6097.5,    31358.8,   402656.7,   331228.2,     2395.4,        0.0,        0.0,      871.0,      653.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      871.0,   237151.5,    25479.0,  2683145.0,      435.5,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,     6315.3,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,        0.0,      217.7,        0.0,        0.0,        0.0,        0.0,        0.0,   125435.5,   115200.3,   115200.3,   195993.0,   195993.0,   183144.5,        0.0,        0.0,        0.0,     64390, 1162658.377, 2005-01-14, T10:57:38.376,   B,     128,       73, 92833.45313
